CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[5575][5584][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-18 [5575],ADAKITE [5575],2700000000 [7189],2700000000 [7189],,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,69.4,0.38,,16.6,,,,2.43,3.5,1,0.04,,1,5.1,0.2,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,35,8,,,7,3,,,,,,,,32,1356,17,179,9.81,,,,,,,,,,,,0.9,1577,44.3,94.4,11.52,46.619,8.4,1.895,5.85,0.652,3.34,0.57,1.41,0.19,1.18,0.203,5.598,0.37,,,,,,,,,,,7.388,1.644,0.511204,,,,,,,,,,,,,,,,,0.281444,,,,,,,116801
[5575][7189],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-19 [5575],ADAKITE [5575],2700000000 [7189],2700000000 [7189],,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,68.2,0.44,,16.4,,,,3.24,3.8,1.8,0.05,,1.2,4.3,0.26,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,48,13,,,11,11,,,,,,,,43,1423,18,168,8.57,,,,,,,,,,,,1.3,1614,45.7,99.2,12.12,48.3,8.7,2.078,6.19,0.663,3.47,0.64,1.58,0.231,1.42,0.295,5.065,0.51,,,,,,,,,,,7.028,2.149,,,,,,,,,,,,,,,,,,0.281605,,,,,,,116930
[7640][7321][7063][7862],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / SHIVELUCH (SHEVELUCH),NORTHERN CENTRAL KAMCHATKA DEPRESSION,56.63,56.63,161.32,161.32,SAE,3283,3283,s_5734 [7640],BASALT [7640] / ADAKITE [7862],,,,,,,,,VOL,,,,,WR [7640] ,51.18,0.72,,13.67,,3.2,5.55,,8.36,12.08,0.18,,1.67,2.55,0.37,,0.7,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4316,112,790,,,47,234,,,,,,,,32,406,19,88.56,1.76,,,,,,,,,,,,,452,11,21.2,,12,3.6,1.1,,0.87,,,,,2.1,0.276,2.518,0.112,,,,,,,,,,,,,0.513059,,,0.7037,,,,,,,,,,,,,,0.283231,,,,,,,120452
[5369],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / ARGENTINA / VIEDMA,,-49,-49,-73,-73,SAE,,,s_VIEDMA [5369],ADAKITE [5369],,,,,,,,,VOL,,,,,WR [5369] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61,1.52,,,,0.70511,,,,,,,,,,,,,,,,,,,,,121374
[5369],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / AGUILERA,,-50,-50,-70,-70,SAE,,,s_AGUILERA [5369],ADAKITE [5369],,,,,,,,,VOL,,,,,WR [5369] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.45,,,,0.70493,,,,,,,,,,,,,,,,,,,,,121375
[5369],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / RECLUS,,-51,-51,-73,-73,SAE,,,s_RECLUS [5369],ADAKITE [5369],,,,,,,,,VOL,,,,,WR [5369] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,0.759,,,,0.70504,,,,,,,,,,,,,,,,,,,,,121376
[5369],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY,,-52.33,-52.33,-73.47,-73.47,SAE,,,s_BURNEY131289-1 [5369],ADAKITE [5369],,,,,,,,,VOL,,,,,WR [5369] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.363,,,,0.70427,,,,,,,,,,,,,,,,,,,,,121377
[5369],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY,,-52.33,-52.33,-73.47,-73.47,SAE,,,s_BURNEY180290-2 [5369],ADAKITE [5369],,,,,,,,,VOL,,,,,WR [5369] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.304,,,,,,,,,,,,,,,,,,,,,,,,,121379
[5369],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / COOK,COOK ISLAND,-55,-55,-70,-70,SAE,,,s_COOK [5369],ADAKITE [5369],,,,,,,,,VOL,,,,,WR [5369] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,0.797,,,,0.70283,,,,,,,,,,,,,,,,,,,,,121380
[5372],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY,,-52.33,-52.33,-73.47,-73.47,SAE,,,s_MB-14 [5372],ADAKITE [5372],,,,,,,,,VOL,,,,,WR [5372] ,63.07,0.49,,17.69,,,,4.5,5.81,2.8,0.1,,0.87,4.6,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7222,,10,2938,,13,,,,30,,,,,,,,10,624,6,74,3,,,,,,,,,,,,0.16,278,10.4,24.4,,11.6,2.4,1,,,,,,,1.36,0.16,2.5,,,,,,,,,,,,1.4,0.9,,,,0.70418,,,,,,,,,,,,,,,,,,,,,122690
[5372],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY,,-52.33,-52.33,-73.47,-73.47,SAE,,,s_MB-7 [5372],ADAKITE [5372],,,,,,,,,VOL,,,,,WR [5372] ,64.17,0.43,,17.9,,,,4.03,5.79,2.26,0.09,,0.95,4.48,0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7886,,10,2578,,24,,,,24,,,,,,,,12,626,4,86,3,,,,,,,,,,,,0.24,319,12.6,28.1,,12.3,2.6,0.9,,,,,,,1.23,0.18,2.6,0.2,,,,,,,,,,,1.7,0.7,,,,0.70415,,,,,,,,,,,,,,,,,,,,,122691
[5372],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY,,-52.33,-52.33,-73.47,-73.47,SAE,,,s_MB-12 [5372],ADAKITE [5372],,,,,,,,,VOL,,,,,WR [5372] ,63.81,0.57,,18.01,,,,4.12,5.81,2.28,0,,0.95,4.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7886,,,3417,,,,,,,,,,,,,,15,605,11,,3,,,,,,,,,,,,0.23,300,10.1,21.9,,10.4,2.2,0.8,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122694
[5372],CONVERGENT MARGIN,ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY,,-52.33,-52.33,-73.47,-73.47,SAE,,,s_MB-1 [5372],ADAKITE [5372],,,,,,,,,VOL,,,,,WR [5372] ,64.1,0.46,,18.14,,,,4.36,5.62,2.2,0.09,,0.79,4.33,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6558,,9,2758,64,11,,,,20,,61,,,,,,9,615,10,145,2,,,,,,,,,,,,0.25,260,10.7,22,,9.4,2.1,0.8,,,,,,,1.1,0.15,2.5,0.35,,,,,,,,,,,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,122695
[6818][7321][28817][7862],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / SHIVELUCH (SHEVELUCH),NORTHERN CENTRAL KAMCHATKA DEPRESSION,56.63,56.63,161.32,161.32,SAE,3283,3283,s_5764 [6818],NOT GIVEN [6818] / BASALTIC-ANDESITE [7321] / ANDESITE [28817] / ADAKITE [7862],,,,,,,,,VOL,,,,,WR [6818] ,54.22,0.8,,15.66,,2.55,5.17,,9.02,8.4,0.16,,1.28,3.05,0.27,,0.03,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,9.3,0.84,,,,,,44800,,1020,,,,64800,28.9,4070,210,362,1130,56200,30.9,80.7,64.5,111,16.7,,,,,21.1,511,16.4,84.5,2,1.36,,,,,,,,0.2,,,0.55,336,7.79,18.2,2.68,12.3,3.05,0.96,3.09,0.48,2.84,0.59,1.69,0.26,1.65,0.26,2.31,0.14,,,,,,,,,4.3,,0.97,0.52,0.513089,,,0.70347,,18.3584,,15.4888,,37.9354,,,,,,,,,,,,,,,123484
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRSW-01 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,65.37,0.51,,15.24,,,,4,3.18,1.75,0.1,,4.38,3.54,0.16,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,14.4,1.63,,,,,,,,,,,,,12.1,,85,18,,,10,9.7,37,38,14.55,0.18,4.7,,,125,406,16,94.4,8.4,1.19,,,,0.03,0.04,0.037,1.2,0.63,,,4.73,720,22,46.9,4.94,19.3,3.87,0.85,3.27,0.47,2.9,0.59,1.67,0.26,1.79,0.28,2.8,0.66,1.3,,,,,,,0.54,15.8,0.21,13.1,2,0.512847,,,0.7069,,,,,,,,,,,,,,,,,,,,,1280645
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRSW-02 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,65.46,0.51,,15.27,,,,4.16,2.96,1.79,0.1,,4.5,3.55,0.17,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,14.1,1.54,,,,,,,,,,,,,12.3,,89,20,,,10.6,8.2,45.8,42,14.55,0.23,1.9,,,133.5,443,15,81.2,7.8,1.04,,,,0.04,0.04,0.035,1.1,0.44,,,5.34,760,22.9,48.3,4.95,19.4,3.77,0.86,3.03,0.44,2.65,0.53,1.51,0.24,1.57,0.26,2.4,0.58,1.4,,,,,,,0.55,16.2,0.28,11.05,1.8,0.512846,,,0.7067,,,,,,,,,,,,,,,,,,,,,1280646
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRSW-03 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,65.52,0.48,,15.18,,,,3.75,2.99,1.7,0.09,,4.41,3.56,0.15,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,14.8,1.47,,,,,,,,,,,,,10.4,,82,22,,,9.9,7,37.3,34,14.05,0.19,3.5,,,125,406,13.8,73.1,7.3,1.18,,,,0.02,0.02,0.031,1,0.43,,,4.81,740,20.7,42.9,4.47,16.9,3.42,0.83,2.82,0.42,2.47,0.49,1.47,0.22,1.51,0.23,2.3,0.54,1,,,,,,,0.55,14.4,0.28,10.7,1.9,0.512843,,,0.7068,,,,,,,,,,,,,,,,,,,,,1280647
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRSW-04 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,65.53,0.49,,15.26,,,,4.08,3.28,1.77,0.09,,4.32,3.46,0.16,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,12.9,1.51,,,,,,,,,,,,,11.7,,86,20,,,10.3,8.2,36.2,35,14.7,0.22,2.9,,,124,412,14.7,78.2,7.9,0.99,,,,0.05,0.02,0.031,1.2,0.51,,,4.37,740,22.1,46.5,4.83,18.6,3.63,0.85,2.96,0.44,2.56,0.51,1.54,0.24,1.58,0.25,2.4,0.6,1.1,,,,,,,0.52,14.8,0.23,10.95,1.8,0.512844,,,0.7068,,,,,,,,,,,,,,,,,,,,,1280648
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRN-01 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,60.78,0.81,,16.74,,,,5.37,4.49,2.7,0.09,,3.27,4.23,0.25,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,13.2,1.51,,,,,,,,,,,,,11.9,,110,45,,,16,23,50.6,54,19.2,0.27,22.6,,,59.9,727,15.4,13.3,10.6,1.22,,,,0.05,0.04,0.043,1.6,0.37,,,1.17,580,23.1,51.2,6.11,25.3,4.73,1.08,3.73,0.5,3.06,0.58,1.64,0.24,1.53,0.23,0.8,0.69,0.4,,,,,,,0.22,7.7,0.19,6.46,2.2,0.512882,,,0.7036,,,,,,,,,,,,,,,,,,,,,1280649
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRN-02 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,60.65,0.78,,16.78,,,,5.04,4.57,2.54,0.09,,3.06,4.31,0.25,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,12.9,1.68,,,,,,,,,,,,,12.2,,107,44,,,15.3,22,59.2,54,19.95,0.28,4.5,,,57.2,751,15.2,15.1,10.8,1.22,,,,0.07,0.04,0.048,1.6,0.84,,,1.09,560,23.7,52.6,6.22,25,4.82,1.11,3.77,0.51,2.99,0.57,1.66,0.24,1.53,0.24,0.9,0.69,0.4,,,,,,,0.23,8.2,0.06,6.7,2.3,0.51288,,,0.7035,,,,,,,,,,,,,,,,,,,,,1280650
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRN-03 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,62.03,0.72,,15.8,,,,4.72,3.3,2.36,0.08,,3.98,4.32,0.23,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,13,1.38,,,,,,,,,,,,,10.8,,97,39,,,13.4,19.8,11.3,42,16.65,0.3,29.8,,,85.7,626,16.4,14.3,10.8,1.35,,,,0.01,,0.03,1.7,0.42,,,1.29,680,23,53,6.38,25.6,5.06,1.08,3.86,0.53,3.16,0.61,1.71,0.25,1.63,0.25,0.9,0.76,0.5,,,,,,,0.33,7.4,0.41,9.31,2.3,0.512881,,,0.7037,,,,,,,,,,,,,,,,,,,,,1280651
[21775],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE,NORTHWESTERN JUNGGAR,47,47,85,85,SAE,,,s_HEBUKESAIRN-04 [21775],ADAKITE [21775],,,,PALEOZOIC [21775],,,,,VOL,,,,,WR [21775] ,62.35,0.67,,16.2,,,,4.5,2.8,2.21,0.08,,4.14,4.38,0.21,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,13.4,1.34,,,,,,,,,,,,,10.1,,91,40,,,12.3,18.5,10,42,17,0.29,93.5,,,99.9,719,15.6,11.4,9.7,1.34,,,,0.01,,0.031,1.7,0.5,,,1.38,770,23.9,53.1,6.35,25.1,4.7,1.07,3.76,0.52,3.05,0.59,1.66,0.23,1.49,0.23,0.8,0.74,0.6,,,,,,,0.33,7.7,1.29,6.3,2,0.512878,,,0.7036,,,,,,,,,,,,,,,,,,,,,1280652
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119A1 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,60.1,0.67,,15.11,,,,4.1,4.83,3.86,0.05,,4.18,3.81,0.45,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,84,174,,,16.8,103.5,,,,,,,,124.5,1260,12.4,274,10.6,,,,,,,,1.2,,,,1.31,1930,87.7,158,15.55,54.6,8.2,2.11,5.23,0.57,2.79,0.47,1.2,0.16,0.96,0.13,6.4,0.57,,,,,,,,0.45,21.4,,11.75,1.7,0.511883,,,0.711538,,,,,,,,,,,,,,,,,,,,,1341619
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119A2 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,60.4,0.66,,14.88,,,,4.05,5,3.89,0.05,,4.13,3.8,0.46,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,83,183,,,17.4,100,,,,,,,,112.5,1250,12.5,266,10.7,,,,,,,,1.4,,,,1.33,1905,86.6,159.5,16.05,55.2,8.31,2.12,5.4,0.6,2.7,0.48,1.2,0.17,0.94,0.15,6.2,0.56,,,,,,,,0.39,19.3,,11.45,1.8,0.511912,,,0.711523,,,,,,,,,,,,,,,,,,,,,1341620
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119B1 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,60.18,0.66,,15.3,,,,4.14,4.92,3.68,0.05,,4.19,3.84,0.45,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,79,169,,,16.4,97.3,,,,,,,,92.9,1300,11.3,258,10.7,,,,,,,,1.1,,,,1.47,1915,85,155,15.6,55.7,8.24,2.07,5.31,0.58,2.69,0.48,1.21,0.16,0.97,0.14,6.2,0.56,,,,,,,,0.39,22.1,,9.43,1.7,0.511842,,,0.711552,,,,,,,,,,,,,,,,,,,,,1341621
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119B2 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,60.56,0.67,,15.12,,,,3.99,4.93,3.68,0.05,,4.24,3.82,0.45,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,80,183,,,15.8,98.2,,,,,,,,99,1240,11.3,263,10.8,,,,,,,,1,,,,1.39,1925,87.8,157.5,16.05,55.8,8.07,2.15,5.38,0.59,2.79,0.46,1.14,0.16,0.92,0.13,6.5,0.55,,,,,,,,0.41,20.2,,9.79,1.6,0.511859,,,0.711514,,,,,,,,,,,,,,,,,,,,,1341622
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119C1 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,64.95,0.59,,13.3,,,,3.76,3.89,3.21,0.07,,3.74,2.98,0.39,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,58,166,,,15.3,94,,,,,,,,58.2,1010,12.9,226,9.3,,,,,,,,0.9,,,,0.12,1640,99,161.5,18.55,61.6,9.32,2.32,5.86,0.66,2.9,0.51,1.28,0.17,0.95,0.13,5.5,0.48,,,,,,,,0.12,15.9,,10.5,1.6,0.511933,,,0.71128,,,,,,,,,,,,,,,,,,,,,1341623
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119C2 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,64.16,0.59,,13.2,,,,4.5,3.81,3.32,0.04,,3.63,2.96,0.4,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,66,161,,,18,103,,,,,,,,76.3,1005,11.6,222,9.2,,,,,,,,0.8,,,,0.25,1640,79,140.5,14.1,49.5,7.5,1.86,4.46,0.53,2.48,0.46,1.16,0.16,0.91,0.13,5.6,0.5,,,,,,,,0.11,14.3,,9.82,1.4,0.511926,,,0.711378,,,,,,,,,,,,,,,,,,,,,1341624
[22090],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / SHANDONG PROVINCE / QINGSHAN FORMATION,"MENGYIN BASIN, NW MENGYIN COUNTY",36,36,117,117,SAE,,,s_LX119D1 [22090],ADAKITE [22090],,,LOWER [22090],CRETACEOUS [22090],,,,,VOL,,,,,WR [22090] ,61.52,0.62,,14.01,,,,4.23,4.63,4.49,0.04,,3.33,3.18,0.42,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,63,161,,,16.3,101,,,,,,,,41.8,1195,12.7,238,10.1,,,,,,,,1,,,,0.08,1770,85,148,15.7,54.4,7.78,2.09,5.35,0.58,2.89,0.48,1.23,0.16,1.04,0.14,6.1,0.52,,,,,,,,0.08,17.8,,10.15,1.2,0.51204,,,0.711227,,,,,,,,,,,,,,,,,,,,,1341625
