"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","","","s_AN41 [4843]","ANKARAMITE [4843]","4200000 [4843]","8000000 [4843]","","NEOGENE [4843]","","","","","VOL","","","","","WR [4843] ","44.2","3.43","","10.68","","","","12.16","12.68","11.32","0.182","","0.72","2.06","0.499","","","","","","","","","","","","","","","","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","350","729","","","","275","147","99","17.1","","","","","25.9","677","23.4","243","57.5","","","","","","","","","","","","","387","37","84","","43","","","","","","","","","","","","","","","","","","","","","1.8","","4.3","","","","","","","","","","","","","","","","","","","","","","","","","","104633",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","","","s_AN42 [4843]","ANKARAMITE [4843]","4200000 [4843]","8000000 [4843]","","NEOGENE [4843]","","","","","VOL","","","","","WR [4843] ","43.79","3.18","","11.27","","","","12.22","12.24","12.62","0.177","","0.477","2.42","0.429","","","","","","","","","","","","","","","","0.13","","","","","","","","","","","","","","","","","","","","","","","","","270","","","36","","321","578","","","","230","95","90","16.7","","","","","17.3","555","23.4","187","45.1","","","","","","","","","","","","","324","31.5","66.5","","34.85","7.222","2.267","6.48","","4.72","","2.1","","1.543","0.208","","","","","","","","","","","2.2","","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","104634",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","","","s_AN25 [4843]","ANKARAMITE [4843]","4200000 [4843]","8000000 [4843]","","NEOGENE [4843]","","","","","VOL","","","","","WR [4843] ","42.84","4.3","","13.54","","","","13.15","11.09","8.12","0.177","","0.762","3.46","0.525","","","","","","","","","","","","","","","","0.96","","","","","","","","","","","","","","","","","","","","","","","","","71","","","28","","422","333","","","","150","107","95","21.3","","","","","44.7","744","24.4","237","59.2","","","","","","","","","","","","","520","40","86","","42","","","","","","","","","","","","","","","","","","","","","2.7","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","104644",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","","","s_AN44 [4843]","ANKARAMITE [4843]","4200000 [4843]","8000000 [4843]","","NEOGENE [4843]","","","","","VOL","","","","","WR [4843] ","41.62","4.67","","12.62","","","","13.86","12.42","8.28","0.189","","0.726","2.82","0.589","","","","","","","","","","","","","","","","0.45","","","","","","","","","","","","","","","","","","","","","","","","","137","","","32","","424","352","","","","146","112","97","20.6","","","","","23.3","716","25.3","225","60.9","","","","","","","","","","","","","477","39","90","","46","","","","","","","","","","","","","","","","","","","","","2.2","","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","104654",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE2 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","46.19","3.73","","12.71","","","","11.59","11.92","8.21","0.159","","0.896","2.01","0.458","","","","","","","","","","","","","","","","1.52","","","","","","","","","","","","","","","","","","","","","","","","","63","","","34","","310","565","","","","246","126","102","19.8","","","","","14.2","549","26.3","238","49.5","","","","","","","","","","","","","251","28","66","","35","","","","","","","","","","","","","","","","","","","","","1.8","","2.7","0.62","","","","","","","","","","","","","","","","","","","","","","","","","104671",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE7 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","45.1","3.37","","15.26","","","","11.77","10.55","6.9","0.189","","1.329","3.22","0.602","","","","","","","","","","","","","","","","1.1","","","","","","","","","","","","","","","","","","","","","","","","","249","","","20","","273","173","","","","87","85","110","22.5","","","","","30","759","29.6","297","75.4","","","","","","","","","","","","","353","49","106","","47","","","","","","","","","","","","","","","","","","","","","3.2","","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","104676",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE8 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","43.59","3.33","","13.81","","","","12.53","11.58","9.28","0.173","","0.998","2.4","0.459","","","","","","","","","","","","","","","","0.99","","","","","","","","","","","","","","","","","","","","","","","","","148","","","30","","333","286","","","","163","129","107","20.9","","","","","21.9","627","25.5","241","58","","","","","","","","","","","","","274","39","78.9","","38.41","7.855","2.504","7.1","","5.19","","2.28","","1.693","0.235","","","","","","","","","","","2.4","","4.5","0.99","","","","","","","","","","","","","","","","","","","","","","","","","104677",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE9 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","43.61","2.21","","9.54","","","","12.42","11.12","16.89","0.176","","0.568","1.23","0.284","","","","","","","","","","","","","","","","0.64","","","","","","","","","","","","","","","","","","","","","","","","","3","","","35","","252","1037","","","","430","114","93","14.6","","","","","13.3","429","18.1","152","38.7","","","","","","","","","","","","","192","30","60","","28","","","","","","","","","","","","","","","","","","","","","1.3","","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","104678",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE13 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","42.11","3.22","","10.43","","","","13.27","12.07","13.3","0.167","","0.784","2.03","0.39","","","","","","","","","","","","","","","","1.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","324","679","","","","325","95","111","18.8","","","","","22.4","610","19.3","208","51.7","","","","","","","","","","","","","247","34","77","","35","","","","","","","","","","","","","","","","","","","","","2","","3.7","","","","","","","","","","","","","","","","","","","","","","","","","","104682",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE25 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","44.45","2.73","","11.32","","","","11.65","11.79","14.06","0.178","","0.707","1.2","0.325","","","","","","","","","","","","","","","","1.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","286","541","","","","293","70","92","18.1","","","","","24.5","466","21.3","171","38.3","","","","","","","","","","","","","198","26","60","","31","","","","","","","","","","","","","","","","","","","","","1.1","","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","104695",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE26 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","45.71","2.89","","13.35","","","","11.52","10","10.06","0.177","","1.102","3","0.549","","","","","","","","","","","","","","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","283","","","25","","245","468","","","","225","82","103","19","","","","","23.4","639","26.8","260","68.2","","","","","","","","","","","","","306","39","86","","42","","","","","","","","","","","","","","","","","","","","","1.6","","3.6","","","","","","","","","","","","","","","","","","","","","","","","","","104696",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE32 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","45.3","2.77","","11.6","","","","11.37","13.67","10.53","0.17","","0.682","2.16","0.343","","","","","","","","","","","","","","","","-0.1","","","","","","","","","","","","","","","","","","","","","","","","","166","","","45","","336","496","","","","190","105","89","17","","","","","17","481","22.5","174","50.3","","","","","","","","","","","","","225","32","71","","32","","","","","","","","","","","","","","","","","","","","","1.6","","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","104700",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE34 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","43.93","3.45","","13","","","","12.31","11.75","9.45","0.176","","0.962","2.53","0.506","","","","","","","","","","","","","","","","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","85","","","30","","340","419","","","","173","80","120","19.3","","","","","20.5","642","66.9","248","70.1","","","","","","","","","","","","","409","50","92","","49","","","","","","","","","","","","","","","","","","","","","2.4","","3.6","","","","","","","","","","","","","","","","","","","","","","","","","","104702",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE36 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","44.41","2.87","","11.71","","","","11.95","11.74","12.01","0.179","","0.826","2.25","0.404","","","","","","","","","","","","","","","","-0.24","","","","","","","","","","","","","","","","","","","","","","","","","366","","","35","","300","548","","","","287","89","97","18","","","","","17.9","502","24.2","197","48.5","","","","","","","","","","","","","251","32","71","","35","","","","","","","","","","","","","","","","","","","","","1.7","","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","104704",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE15 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","43.89","3.15","","12.34","","","","12.5","11.68","10.39","0.183","","0.921","2.56","0.44","","","","","","","","","","","","","","","","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","256","","","37","","310","456","","","","202","108","100","19.8","","","","","19.3","554","24","210","47.2","","","","","","","","","","","","","243","32","72","","36","","","","","","","","","","","","","","","","","","","","","2.6","","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","104705",
"[4843]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","TENO MASSIF","28.3","28.3","-16.83","-16.83","SAE","990","990","s_TE43 [4843]","ANKARAMITE [4843]","6000000 [4843]","6400000 [4843]","","MIOCENE [4843]","","","","","VOL","","","","","WR [4843] ","44.38","2.93","","13.1","","","","12.6","11.69","10.07","0.184","","0.805","2.21","0.391","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","715","","","32","","306","440","","","","211","158","102","19.9","","","","","18","549","25.2","189","49.5","","","","","","","","","","","","","259","35","73","","35","","","","","","","","","","","","","","","","","","","","","2.2","","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","104708",
"[1294]","OCEAN ISLAND","CANARY ISLANDS / GRAN CANARIA / ROQUE NUBLO FORMATION","BARRANCO DE SIMON","28","28","-15.6","-15.6","SAE","","","s_27.007 [1294]","ANKARAMITE [1294]","","","","","","","","","VOL","","","","","WR [1294] ","38","3.82","","9.73","","6","9.2","","13.27","12.84","0.19","","0.6","2.9","1.56","","2.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","370","","","50","262","48","","","","","","","17","910","33","217","","","","","","","","","","","","","","672","90","135","","","","","","","","","","","","","","","","","","","","","","","10","","12","","","","","","","","","","","","","","","","","","","","","","","","","","10533",
"[41]","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / HAMAKUA SERIES","HAPUNA TO WAIMEA SECTION, HAPUNA BAY, NORTHWEST  FLANK","19.6","19.6","-155.7","-155.7","SAE","","","s_115-12 [41]","ANKARAMITE [41]","","","","","","","","","VOL","","","","","WR [41] ","46.77","1.9","","10.57","","","","10.82","10.88","15.25","0.16","","0.46","1.76","0.22","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4","","222","1167","","","70.8","486","","103","15.6","","","","","8.6","384","17","135","17","","","","","","","","","","","","","173","13.7","35","","19.9","4.58","1.58","","0.61","","0.5","","","1.27","0.19","3.1","0.98","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","1063",
"[41]","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / HAMAKUA SERIES","HAPUNA TO WAIMEA SECTION, HAPUNA BAY, NORTHWEST  FLANK","19.6","19.6","-155.7","-155.7","SAE","","","s_97-14 [41]","ANKARAMITE [41]","","","","","","","","","VOL","","","","","WR [41] ","46.3","1.86","","10.23","","","","10.88","10.95","15.88","0.16","","0.42","1.36","0.23","","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3","","221","1220","","","72.5","501","","99","16.9","","","","","6.6","380","16","131","16.6","","","","","","","","","","","","","171","13.5","33.2","","18.6","4.47","1.56","","0.66","","0.7","","","1.27","0.19","3.1","0.85","","","","","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","1064",
"[4847]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","PUNTA POYATA MINERALIZATION, TAGANANA AREA, NW OF ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","130","130","s_FAB [4847]","ANKARAMITE [4847]","","","","","","","","","VOL","","","E","","WR [4847] ","49.46","3.24","","11.07","0.12","","","9.98","9.69","4.77","0.13","","1.06","1.89","0.48","","","","","","","","","","","","","","","","4.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107063",
"[4847]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","PUNTA POYATA MINERALIZATION, TAGANANA AREA, NW OF ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","130","130","s_AAB [4847]","ANKARAMITE [4847]","","","","","","","","","VOL","","","E","","WR [4847] ","48.87","3.02","","10.41","0.1","","","8.76","10.18","5.51","0.15","","0.65","2.17","0.46","","","","","","","","","","","","","","","","6.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107064",
"[4847]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","PUNTA POYATA MINERALIZATION, TAGANANA AREA, NW OF ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","130","130","s_SCA [4847]","ANKARAMITE [4847]","","","","","","","","","VOL","","","E","","WR [4847] ","34.77","1.64","","6.07","","","","16.82","8.23","6.42","0.25","","1.36","1.08","0.17","","","","","","","","","","","","","","","","20.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107067",
"[4847]","OCEAN ISLAND","CANARY ISLANDS / TENERIFE","PUNTA POYATA MINERALIZATION, TAGANANA AREA, NW OF ANAGA MASSIF","28.5","28.5","-16.3","-16.3","SAE","130","130","s_SOA [4847]","ANKARAMITE [4847]","","","","","","","","","VOL","","","E","","WR [4847] ","25.69","0.97","","3.42","","","","28.31","6.54","4.83","0.45","","0.79","0.92","0.1","","","","","","","","","","","","","","","","22.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107068",
"[504]","OCEAN ISLAND","ST. HELENA CHAIN / ST. HELENA","","-15.95","-15.95","-5.7","-5.7","SAE","","","s_CE1 [504]","ANKARAMITE [504]","","","","","","","","","VOL","","","","","WR [504] ","44.9","2.48","","11.9","","2.73","9.7","","10.57","13.18","0.17","","0.73","2.08","0.23","1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10892",
"[504]","OCEAN ISLAND","ST. HELENA CHAIN / ST. HELENA","","-15.95","-15.95","-5.7","-5.7","SAE","","","s_CE7 [504]","ANKARAMITE [504]","","","","","","","","","VOL","","","","","WR [504] ","45.13","1.44","","10.44","","","","7.58","10.28","13.71","0.1","","1.12","2.15","0.34","1.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10894",
"[1894]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / NORILSK REGION / MORONGO (MORONGOVSKY) FORMATION","AYAN, LAKE BOKOV AREA","69","69","91","91","SAE","","","s_3 [1894]","ANKARAMITE [1894]","","","","","","","","","VOL","","","","","WR [1894] ","46.35","2.16","","10.61","","7.66","6.5","","10.09","10.18","0.19","","0.55","1.79","0.26","","","","","","","","","","","","","","","","3.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109546",
"[810]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / RAROTONGA","","-21.21","-21.21","-159.82","-159.82","SAE","","","s_RTG-C4 [810]","ANKARAMITE [810]","","","","","","","","","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from CLINOPYROXENE [810]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","","","","","11071",
"[810][1327]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","","-23.39","-23.39","-149.47","-149.47","SAE","","","s_TU01-01 [810]","ANKARAMITE [810] / ALKALI BASALT [1327]","","","","","","","","PHYRIC [1327] ","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from GROUNDMASS [1327]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.269","","","","","11079",
"[810][1327]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","","-23.39","-23.39","-149.47","-149.47","SAE","","","s_TU09-01 [810]","ANKARAMITE [810] / ALKALI BASALT [1327]","","","","","","","","PHYRIC [1327] ","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from OLIVINE [1327]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99","","","","","11080",
"[810][1327]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA","","-23.39","-23.39","-149.47","-149.47","SAE","","","s_TU12-01 [810]","ANKARAMITE [810] / ALKALI BASALT [1327]","","","","","","","","PHYRIC [1327] ","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from OLIVINE [1327]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000001892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","","","","","11081",
"[810][1327]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS","","-22.46","-22.46","-151.33","-151.33","SAE","","","s_RU02-01 [810]","ANKARAMITE [810] / ALKALI BASALT [1327]","","","","","","","","PHYRIC [1327] ","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from OLIVINE [1327]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.26","","","","","11083",
"[810][1327]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS","","-22.45","-22.45","-151.35","-151.35","SAE","","","s_RU09-01 [810]","ANKARAMITE [810] / ALKALI BASALT [1327]","","","","","","","","PHYRIC [1327] ","VOL","","","","HE(CCMSTP/G) from OLIVINE [810], HE3_HE4(R/R(A)) from OLIVINE [1327]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44","","","","","11084",
"[810][11102][23592]","OCEAN ISLAND","SOCIETY ISLANDS / MOOREA","","-17.481","-17.583","-149.777","-149.872","SAE","","","s_MO01-01 [810]","ANKARAMITE [810] / BASALT [23592]","","","","","","","","","VOL","","","","HE(CCMSTP/G) from OLIVINE [810], HE3_HE4(R/R(A)) from OLIVINE [11102]","MIN [810] / WR [11102] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.122","","","","","","","","","","2.11","","0.512774","","","0.704621","","19.216","","15.603","","38.933","","","","","","","","","","17","","","","","11087",
"[810][1327]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI","","-17.58","-17.58","-149.43","-149.43","SAE","","","s_TA01-02 [810]","ANKARAMITE [810] / ALKALI BASALT [1327]","","","","","","","","PHYRIC [1327] ","VOL","","","","HE(CCMSTP/G) from CLINOPYROXENE [810], HE3_HE4(R/R(A)) from CLINOPYROXENE [1327]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","11088",
"[41]","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / HAMAKUA SERIES","WAIKII SECTION, NORTHWEST FLANK","19.6","19.6","-155.7","-155.7","SAE","","","s_C-207 [41]","ANKARAMITE [41]","","","","","","","","","VOL","","","","","WR [41] ","46.18","3.98","","13.9","","","","13.62","10.49","5.57","0.18","","1.02","3","0.56","","0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1111",
