"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",

"[10667] ALICI P., TEMEL A., GOURGAUD A., KIEFFER G., GÜNDOGDU M. N.:    PETROLOGY AND GEOCHEMISTRY OF POTASSIC ROCKS IN THE GÖLCÜK AREA (ISPARTA, SW TURKEY): GENESIS OF ENRICHED ALKALINE MAGMAS  J. VOLCANOL. GEOTHERM. RES. 85   [1998] 423-446    doi: 10.1016/S0377-0273(98)00065-1"

"[10683] GENCALIOGLU-KUSCU G., FLOYD P. A.:    GEOCHEMICAL CORRELATIONS BETWEEN EFFUSIVE AND EXPLOSIVE SILICIC VOLCANICS IN THE SARAYKENT REGION (YOZGAT), CENTRAL ANATOLIA, TURKEY  GEOL. J. 37   [2002] 143-165    doi: 10.1002/gj.909"

"[10699] KESKIN M., PEARCE J. A., MITCHELL J. G.:    VOLCANO-STRATIGRAPHY AND GEOCHEMISTRY OF COLLISION-RELATED VOLCANISM ON THE ERZURUM-KARS PLATEAU, NORTHEASTERN TURKEY  J. VOLCANOL. GEOTHERM. RES. 85   [1998] 355-404    doi: 10.1016/S0377-0273(98)00063-8"

"[10756] SEYITOGLY G., ANDERSON D., NOWELL G. M., SCOTT B.:    THE EVOLUTION FROM MIOCENE POTASSIC TO QUATERNARY SODIC MAGMATISM IN WESTERN TURKEY: IMPLICATIONS FOR ENRICHMENT PROCESSES IN THE LITHOSPHERIC MANTLE  J. VOLCANOL. GEOTHERM. RES. 76   [1997] 127-147    doi: 10.1016/S0377-0273(96)00069-8"

"[11010] VRUBLEVSKII V. V., KRUPCHATNIKOV V. I., GERTNER I. F.:    COMPOSITION AND ISOTOPIC EVOLUTION OF POTASSIC VOLCANIC ROCKS FROM THE SOUTHEASTERN GORNY ALTAI  DOKL. EARTH SCI. 416   [2007] 1090-1095    doi: 10.1134/S1028334X07070240"

"[11121] MARTIN A., FLETCHER J. M., LOPEZ-MARTINEZ M., MENDOZA-BORUNDA R.:    WANING MIOCENE SUBDUCTION AND ARC VOLCANISM IN BAJA CALIFORNIA: THE SAN LUIS GONZAGA VOLCANIC FIELD  TECTONOPHYSICS 318   [2000] 27-51    doi: 10.1016/S0040-1951(99)00305-4"

"[11185] MCCURRY M., HAYDEN K. P., MORSE L. H., MERTZMAN S. A. JR.:    GENESIS OF POST-HOTSPOT, A-TYPE RHYOLITE OF THE EASTERN SNAKE RIVER PLAIN VOLCANIC FIELD BY EXTREME FRACTIONAL CRYSTALLIZATION OF OLIVINE THOLEIITE  BULL. VOLCANOL. 70   [2008] 361-383    doi: 10.1007/s00445-007-0143-4"

"[11270] ZHANG ZHAOCHONG, XIAO XIDI, WANG JUN, WANG YONG, KUSKY T. M.:    POST-COLLISIONAL PLIO-PLEISTOCENE SHOSHONITIC VOLCANISM IN THE WESTERN KUNLUN MOUNTAINS, NW CHINA: GEOCHEMICAL CONSTRAINTS ON MANTLE SOURCE CHARACTERISTICS AND PETROGENESIS  J. ASIAN EARTH SCI. 31   [2008] 379-403    doi: 10.1016/j.jseaes.2007.06.003"

"[11406] JARRAR G. H., WACHENDORF H., SAFFARINI G.:    A LATE PROTEROZOIC BIMODAL VOLCANIC/SUBVOLCANIC SUITE FROM WADI ARABA, SOUTHWEST JORDAN  PREC. RESEARCH 56   [1992] 51-72    doi: 10.1016/0301-9268(92)90083-Z"

"[11525] MONTECINOS P. M., SCHÄRER U., VERGARA M. M., AGUIRRE L.:    LITHOSPHERIC ORIGIN OF OLIGOCENE-MIOCENE MAGMATISM IN CENTRAL CHILE: U-PB AGES AND SR-PB-HF ISOTOPE COMPOSITION OF MINERALS  J. PETROL. 49   [2008] 555-580    GeoReM-id: 4067   doi: 10.1093/petrology/egn004"

"[11614] BROWN R. J., ORSI G., DE VITA S.:    NEW INSIGHTS INTO LATE PLEISTOCENE EXPLOSIVE VOLCANIC ACTIVITY AND CALDERA FORMATION ON ISCHIA (SOUTHERN ITALY)  BULL. VOLCANOL. 70   [2008] 583-603    doi: 10.1007/s00445-007-0155-0"

"[11703] PENG PENG, ZHAI MINGGUO, GUO JINGHUI, KUSKY T. M., ZHAO TAIPING:    NATURE OF MANTLE SOURCE CONTRIBUTIONS AND CRYSTAL DIFFERENTIATION IN THE PETROGENESIS OF THE 1.78 GA MAFIC DYKES IN THE CENTRAL NORTH CHINA CRATON  GONDWANA RES. 12   [2007] 29-46    doi: 10.1016/j.gr.2006.10.022"

"[11728] GUO FENG, FAN WEI-MING, LI XI-YAO, LI CHAOWEN:    GEOCHEMISTRY OF MESOZOIC MAFIC VOLCANIC ROCKS FROM THE YANSHAN BELT IN THE NORTHERN MARGIN OF THE NORTH CHINA BLOCK: RELATIONS WITH POST-COLLISIONAL LITHOSPHERIC EXTENSIONS  SPEC. PUBL. GEOL. SOC. LONDON 280   [2007] 101-130    doi: 10.1144/SP280.5"

"[11885] ZHANG XIAOHUI, ZHANG HONG-FU, TANG YAN-JIE, WILDE S. A., HU ZHAOCHU:    GEOCHEMISTRY OF PERMIAN BIMODAL VOLCANIC ROCKS FROM CENTRAL INNER MONGOLIA, NORTH CHINA: IMPLICATION FOR TECTONIC SETTING AND PHANEROZOIC CONTINENTAL GROWTH IN CENTRAL ASIAN OROGENIC BELT  CHEM. GEOL. 249   [2008] 262-283    GeoReM-id: 3718   doi: 10.1016/j.chemgeo.2008.01.005"

"[11892] COULON C., MALUSKI H., BOLLINGER C., WANG S.:    MESOZOIC AND CENOZOIC VOLCANIC ROCKS FROM CENTRAL AND SOUTHERN TIBET: 39AR-40AR DATING, PETROLOGICAL CHARACTERISTICS AND GEODYNAMICAL SIGNIFICANCE  EARTH PLANET. SCI. LETT. 79   [1986] 281-302    doi: 10.1016/0012-821X(86)90186-X"

"[11893] FAN WEI-MING, GUO FENG, WANG YUE-JUN, LIN GE, ZHANG MING:    POST-OROGENIC BIMODAL VOLCANISM ALONG THE SULU OROGENIC BELT IN EASTERN CHINA  PHYS. CHEM. EARTH A 26   [2001] 733-746    doi: 10.1016/S1464-1895(01)00123-5"

"[11904] PENG PENG, ZHAI MINGGUO, ZHANG HUAFENG, ZHAO TAIPING, NI ZHIYAO:    GEOCHEMISTRY AND GEOLOGICAL SIGNIFICANCE OF THE 1.8 GA MAFIC DYKE SWARM IN THE NORTH CHINA CRATON: AN EXAMPLE FROM THE JUNCTURE OF SHANXI, HEBEI AND INNER MONGOLIA  ACTA PETROL. SINICA (YANSHI-XUEBAO) 20   [2004] 439-456 "

"[11907] ZHU YONGFENG, ZHANG LIFEI, GU LIBING, GUO XUAN, ZHOU JING:    THE ZIRCON SHRIMP CHRONOLOGY AND TRACE ELEMENT GEOCHEMISTRY OF THE CARBONIFEROUS VOLCANIC ROCKS IN WESTERN TIENSHAN MOUNTAINS  CHIN. SCI. BULL. 50   [2005] 2201-2212    doi: 10.1007/BF03182672"

"[11943] FAN WEI-MING, GUO FENG, WANG YUE-JUN, LIN GE:    LATE MESOZOIC CALC-ALKALINE VOLCANISM OF POST-OROGENIC EXTENSION IN THE NORTHERN DA HINGGAN MOUNTAINS, NORTHEASTERN CHINA  J. VOLCANOL. GEOTHERM. RES. 121   [2003] 115-135    doi: 10.1016/S0377-0273(02)00415-8"

"[12011] KÜRÜM S., ÖNAL A., BOZTUG D., SPELL T. L., ARSLAN M.:    40AR/39AR AGE AND GEOCHEMISTRY OF THE POST-COLLISIONAL MIOCENE YAMADAG VOLCANICS IN THE ARAPKIR AREA (MALATYA PROVINCE), EASTERN ANATOLIA, TURKEY  J. ASIAN EARTH SCI. 33   [2008] 229-251    doi: 10.1016/j.jseaes.2007.12.001"

"[12013] VORONTSOV A. A., YARMOLYUK V. V., BAIKIN D. N.:    STRUCTURE AND COMPOSITION OF THE EARLY MESOZOIC VOLCANIC SERIES OF THE TSAGAN-KHURTEI GRABEN, WESTERN TRANSBAIKALIA: GEOLOGICAL, GEOCHEMICAL AND ISOTOPIC DATA  GEOCHEM. INT. 42   [2004] 1046-1061 "

"[12067] ZHANG JI-HENG, GE WENCHUN, WU FU-YUAN, LIU XIAO-MING:    MESOZOIC BIMODAL VOLCANIC SUITE IN ZHALANTUN OF THE DA HINGGAN RANGE AND ITS GEOLOGICAL SIGNIFICANCE: ZIRCON U-PB AGE AND HF ISOTOPIC CONSTRAINTS  ACTA GEOL. SINICA (DIZHI-XUEBAO) 80   [2006] 58-69    doi: 10.1111/j.1755-6724.2006.tb00796.x"

"[12110] VERMA S. P.:    GEOCHEMICAL EVIDENCE FOR A LITHOSPHERIC SOURCE FOR MAGMAS FROM ACOCULCO CALDERA, EASTERN MEXICAN VOLCANIC BELT  INT. GEOL. REV. 43   [2001] 31-51    doi: 10.2747/1938-2839.43.1.51"

"[12168] MOLLEL G. F., SWISHER C. C.; III, FEIGENSON M. D., CARR M. J.:    GEOCHEMICAL EVOLUTION OF NGORONGORO CALDERA, NORTHERN TANZANIA: IMPLICATIONS FOR CRUST-MAGMA INTERACTION  EARTH PLANET. SCI. LETT. 271   [2008] 337-347    GeoReM-id: 4034   doi: 10.1016/j.epsl.2008.04.014"

"[12217] BARRY T. L., SAUNDERS A. D., KEMPTON P. D., WINDLEY B. F., PRINGLE M. S., DORJNAMJAA D., SAANDAR S.:    PETROGENESIS OF CENOZOIC BASALTS FROM MONGOLIA: EVIDENCE FOR THE ROLE OF ASTHENOSPHERIC VERSUS METASOMATIZED LITHOSPHERIC MANTLE SOURCES  J. PETROL. 44   [2003] 55-91    doi: 10.1093/petrology/44.1.55"

"[12235] DING LIN, KAPP P., ZHONG DALAI, DENG WANMING:    CENOZOIC VOLCANISM IN TIBET: EVIDENCE FOR A TRANSITION FROM OCEANIC TO CONTINENTAL SUBDUCTION  J. PETROL. 44   [2003] 1833-1865    doi: 10.1093/petrology/egg061"

"[12288] DING LIN, ZHANG JINJIANG, ZHOU YONG, DENG WANMING, XU RONGHUA, ZHONG DALAI:    TECTONIC IMPLICATION ON THE LITHOSPHERE EVOLUTION OF THE TIBET PLATEAU: PETROLOGY AND GEOCHEMISTRY OF SODIC AND ULTRAPOTASSIC VOLCANISM IN NORTHERN TIBET  ACTA PETROL. SINICA (YANSHI-XUEBAO) 15   [1999] 408-421 "

"[12289] LAI SHAOCONG, LIU CHIYANG:    ENRICHED UPPER MANTLE AND ECLOGITIC LOWER CRUST IN NORTH QIANGTANG, QINGHAI-TIBET PLATEAU: PETROLOGICAL AND GEOCHEMICAL EVIDENCE FROM THE CENOZOIC VOLCANIC ROCKS  ACTA PETROL. SINICA (YANSHI-XUEBAO) 17   [2001] 459-468 "

"[12340] MO XUANXUE, ZHAO ZHIDAN, DENG JINFU, FLOWER M. F. J., YU XUEHUI, LUO ZHAOHUA, LI YOUGUO, DONG GUOCHEN, ZHU DI-CHENG, WANG LIANGLING:    PETROLOGY AND GEOCHEMISTRY OF POSTCOLLISIONAL VOLCANIC ROCKS FROM THE TIBETAN PLATEAU: IMPLICATIONS FOR LITHOSPHERE HETEROGENEITY AND COLLISION-INDUCED ASTHENOSPHERIC MANTLE FLOW  SPEC. PAP. GEOL. SOC. AM. 409   [2006] 507-530    doi: 10.1130/2006.2409(24)"

"[12386] MOLLEL G. F.:    PETROCHEMISTRY AND GEOCHRONOLOGY OF NGORONGORO VOLCANIC HIGHLAND COMPLEX (NVHC) AND ITS RELATIONSHIP TO LAETOLI AND OLDUVAI GORGE, TANZANIA  [2007] 1-233 "

"[12403] AYDIN F., KARSLI O., CHEN BIN:    PETROGENESIS OF THE NEOGENE ALKALINE VOLCANICS WITH IMPLICATIONS FOR POST-COLLISIONAL LITHOSPHERIC THINNING OF THE EASTERN PONTIDES, NE TURKEY  LITHOS 104   [2008] 249-266    GeoReM-id: 4184   doi: 10.1016/j.lithos.2007.12.010"

"[12471] ROLANDI G., BARRELLA A. M., BORRELLI A.:    THE 1631 ERUPTION OF VESUVIUS  J. VOLCANOL. GEOTHERM. RES. 58   [1993] 183-201    doi: 10.1016/0377-0273(93)90107-3"

"[12568] ZHANG LIAN-CHANG, ZHOU XIN-HUA, YING JI-FENG, WANG FEI, GUO FENG, WAN BO, CHEN ZHI-GUANG:    GEOCHEMISTRY AND SR-ND-PB-HF ISOTOPES OF EARLY CRETACEOUS BASALTS FROM THE GREAT XINGGAN RANGE, NE CHINA: IMPLICATIONS FOR THEIR ORIGIN AND MANTLE SOURCE CHARACTERISTICS  CHEM. GEOL. 256   [2008] 12-23    GeoReM-id: 3759   doi: 10.1016/j.chemgeo.2008.07.004"

"[12595] MONTANINI A., MELI C.:    MINERALOGY AND PETROLOGY OF MAFIC INCLUSION-BEARING TRACHYTES FROM MT.ARCHI VOLCANIC MASSIF (WESTERN SARDINIA)  NEUES JAHRB. MINERAL. ABH. 164   [1992] 139-168 "

"[12654] KEPEZHINSKAS V. V., DEVYATKIN E. V., DASHDAVA Z.:    CENOZOIC BASALTS FROM THE TARIAT DEPRESSION (MONGOLIA)  GEOL. GEOFIZ. 16   [1975] 3-14 "

"[12833] ARMENDARIZ M., LOPEZ-GUIJARRO R., QUESADA C., PIN C., BELLIDO F.:    GENESIS AND EVOLUTION OF A SYN-OROGENIC BASIN IN TRANSPRESSION: INSIGHTS FROM PETROGRAPHY, GEOCHEMISTRY AND SM-ND SYSTEMATICS IN THE VARISCAN PEDROCHES BASIN (MISSISSIPPIAN, SW IBERIA)  TECTONOPHYSICS 461   [2008] 395-413    doi: 10.1016/j.tecto.2008.02.007"

"[12882] ICKERT R. B., THORKELSON D. J., MARSHALL D. D., ULLRICH T. D.:    EOCENE ADAKITIC VOLCANISM IN SOUTHERN BRITISH COLUMBIA: REMELTING OF ARC BASALT ABOVE A SLAB WINDOW  TECTONOPHYSICS 464   [2009] 164-185    doi: 10.1016/j.tecto.2007.10.007"

"[12941] BEIER C., HAASE K. M., ABOUCHAMI W., KRIENITZ M.-S., HAUFF F.:    MAGMA GENESIS BY RIFTING OF OCEANIC LITHOSPHERE ABOVE ANOMALOUS MANTLE: TERCEIRA RIFT, AZORES  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 9   [2008]    GeoReM-id: 4123   doi: 10.1029/2008GC002112"

"[13007] PE-PIPER G., MATARANGAS D., REYNOLDS P. H., CHATTERJEE A. K.:    SHOSHONITES FROM AGIOS NECTARIOS, LESBOS, GREECE: ORIGIN BY MIXING OF FELSIC AND MAFIC MAGMA  EUR. J. MINERAL. 15   [2003] 117-125    doi: 10.1127/0935-1221/2003/0015-0117"

"[13259] KIM KYU HAN, TANAKA TSUYOSHI, NAGAO K., JANG S. K.:    ND AND SR ISOTOPES AND K-AR AGES OF THE ULREUNGDO ALKALI VOLCANIC ROCKS IN THE EAST SEA, SOUTH KOREA  GEOCHEM. J. 33   [1999] 317-341    doi: 10.2343/geochemj.33.317"

"[13304] KESKIN M., PEARCE J. A., KEMPTON P. D., GREENWOOD P.:    MAGMA-CRUST INTERACTIONS AND MAGMA PLUMBING IN A POSTCOLLISIONAL SETTING: GEOCHEMICAL EVIDENCE FROM THE ERZURUM-KARST VOLCANIC PLATEAU, EASTERN TURKEY  SPEC. PAP. GEOL. SOC. AM. 409   [2006] 475-505    doi: 10.1130/2006.2409(23)"

"[13345] LEGENDRE C., CAROFF M., LEYRIT H., NEHLIG P., THIEBLEMONT D.:    FIRST STAGE OF THE CANTAL STRATOVOLCANO (MASSIF CENTRAL, FRANCE) CONSTRUCTION BETWEEN 9.5 AND 8.0 MA: GEOLOGY AND GEOCHEMISTRY OF THE ELANCEZE AREA  COMPT. REND. ACAD. SCI. PARIS SER. 2A 332   [2001] 617-324    doi: 10.1016/S1251-8050(01)01592-0"

"[13483] ALPASLAN M., FREI R., BOZTUG D., KURT M. A., TEMEL A.:    GEOCHEMICAL AND PB-SR-ND ISOTOPIC CONSTRAINTS INDICATING AN ENRICHED-MANTLE SOURCE FOR LATE CRETACEOUS TO EARLY TERTIARY VOLCANISM, CENTRAL ANATOLIA, TURKEY  INT. GEOL. REV. 46   [2004] 1022-1041    doi: 10.2747/0020-6814.46.11.1022"

"[13495] VAROL E., TEMEL A., GOURGAUD A.:    TEXTURAL AND COMPOSITIONAL EVIDENCE FOR MAGMA MIXING IN THE EVOLUTION OF THE ÇAMLIDERE VOLCANIC ROCKS (GALATEAN VOLCANIC PROVINCE), CENTRAL ANATOLIA, TURKEY  TURKISH J. OF EARTH SCIENCES 17   [2008] 709-727 "

"[13496] ADIYAMAN Ö., CHOROWICZ J., ARNAUD N. O., GÜNDOGDU M. N., GOURGAUD A.:    LATE CENOZOIC TECTONICS AND VOLCANISM ALONG THE NORTH ANATOLIAN FAULT: NEW STRUCTURAL AND GEOCHEMICAL DATA  TECTONOPHYSICS 338   [2001] 135-165    doi: 10.1016/S0040-1951(01)00131-7"

"[13516] MOLLEL G. F., SWISHER C. C.; III, MCHENRY L. J., FEIGENSON M. D., CARR M. J.:    PETROGENESIS OF BASALT-TRACHYTE LAVAS FROM OLMOTI CRATER, TANZANIA  J. AFR. EARTH SCI. 54   [2009] 127-143    doi: 10.1016/j.jafrearsci.2009.03.008"

"[13572] LEBEDEV V. A., SAKHNO V. G., YAKUSHEV A. I.:    LATE CENOZOIC VOLCANIC ACTIVITY IN WESTERN GEORGIA: EVIDENCE FROM NEW ISOTOPE GEOCHRONOLOGICAL DATA  DOKL. EARTH SCI. 427   [2009] 819-825    doi: 10.1134/S1028334X09050249"

"[13622] HELVACI C., ERSOY Y., SÖZBILIR H., ERKÜL F., SÜMER Ö., UZEL B.:    GEOCHEMISTRY AND 40AR/39AR GEOCHRONOLOGY OF MIOCENE VOLCANIC ROCKS FROM THE KARABURUN PENINSULA: IMPLICATIONS FOR AMPHIBOLE-BEARING LITHOSPHERIC MANTLE SOURCE, WESTERN ANATOLIA  J. VOLCANOL. GEOTHERM. RES. 185   [2009] 181-202    doi: 10.1016/j.jvolgeores.2009.05.016"

"[13759] GEORGIEV S. V., MARCHEV P., HEINRICH C. A., VON QUADT A., TRISTAN-GONZALEZ M., MANETTI P.:    ORIGIN OF NEPHELINE-NORMATIVE HIGH-K ANKARAMITES AND THE EVOLUTION OF EASTERN SREDNOGORIE ARC IN SE EUROPE  J. PETROL. 50   [2009] 1899-1933    GeoReM-id: 4995   doi: 10.1093/petrology/egp056"

"[13816] BREITSPRECHER K., THORKELSON D. J., GROOME W. G., DOSTAL J.:    GEOCHEMICAL CONFORMATION OF THE KULA-FARALLON SLAB WINDOW BENEATH THE PACIFIC NORTHWEST IN EOCENE TIMES  GEOLOGY 31   [2003] 351-354    doi: 10.1130/0091-7613(2003)031<0351:GCOTKF>2.0.CO;2"

"[13899] MORI L., GOMEZ-TUENA A., SCHAAF P., GOLDSTEIN S. L., PEREZ-ARVIZU O., SOLIS-PICHARDO G.:    LITHOSPHERIC REMOVAL AS A TRIGGER FOR FLOOD BASALT MAGMATISM IN THE TRANS-MEXICAN VOLCANIC BELT  J. PETROL. 50   [2009] 2157-2186    GeoReM-id: 4987   doi: 10.1093/petrology/egp072"

"[13967] KÖHLER J., SCHÖNENBERGER J., UPTON B. G. J., MARKL G.:    HALOGEN AND TRACE-ELEMENT CHEMISTRY IN THE GARDAR PROVINCE, SOUTH GREENLAND: SUBDUCTION-RELATED MANTLE METASOMATISM AND FLUID EXSOLUTION FROM ALKALIC MELTS  LITHOS 113   [2009] 731-747    GeoReM-id: 4895   doi: 10.1016/j.lithos.2009.07.004"

"[14122] LEBEDEV V. A., SAKHNO V. G., YAKUSHEV A. I.:    TOTAL DURATION AND SPATIAL MIGRATION OF QUATERNARY VOLCANISM IN THE EL^BRUS REGION, GREATER CAUCASUS  DOKL. EARTH SCI. 430   [2010] 80-85    doi: 10.1134/S1028334X10010186"

"[14211] MANTHEI C. D., DUCEA M. N., GIRARDI J. D., PATCHETT P. J., GEHRELS G. E.:    ISOTOPIC AND GEOCHEMICAL EVIDENCE FOR A RECENT TRANSITION IN MANTLE CHEMISTRY BENEATH THE WESTERN CANADIAN CORDILLERA  J. GEOPHYS. RES. B115   [2010]    doi: 10.1029/2009JB006562"

"[14214] YING JI-FENG, ZHOU XINGHUA, ZHANG LIAN-CHANG, WANG FEI, ZHANG YU-TAO:    GEOCHRONOLOGICAL AND GEOCHEMICAL INVESTIGATION OF THE LATE MESOZOIC VOLCANIC ROCKS FROM THE NORTHERN GREAT XING^AN RANGE AND THEIR TECTONIC IMPLICATIONS  INT. J. EARTH SCI. (GEOL. RUNDSCHAU) 99   [2010] 357-378    doi: 10.1007/s00531-008-0395-z"

"[14339] FEDELE L., LUSTRINO M., MELLUSO L., MORRA V., D^AMELIO F.:    THE PLIOCENE MONTIFERRO VOLCANIC COMPLEX (CENTRAL-WESTERN SARDINIA, ITALY): GEOCHEMICAL OBSERVATIONS AND PETROLOGICAL IMPLICATIONS  PER. MINERAL. 76   [2007] 101-136 "

"[14371] SAZONOVA L. V., NOSOVA A. A., PETROVA L. G.:    NEOPROTEROZOIC RIFTOGENIC SUBALKALI BASITES OF THE CENTRAL URALS: GEOCHEMICAL SPECIFICS OF CLINOPYROXENE  GEOCHEM. INT. 48   [2010] 260-279    doi: 10.1134/S0016702910030043"

"[14391] GERMA A., QUIDELLEUR X., GILLOT P.-Y., TCHILINGUIRIAN P.:    VOLCANIC EVOLUTION OF THE BACK-ARC PLEISTOCENE PAYUN MATRU VOLCANIC FIELD (ARGENTINA)  J. S. AMER. EARTH SCI. 29   [2010] 717-730    doi: 10.1016/j.jsames.2010.01.002"

"[14395] BLIGHT J. H. S., PETTERSON M. G., CROWLEY Q. G., CUNNINGHAM D.:    THE OYUT ULAAN VOLCANIC GROUP: STRATIGRAPHY, MAGMATIC EVOLUTION AND TIMING OF CARBONIFEROUS ARC DEVELOPMENT IN SE MONGOLIA  J. GEOL. SOC. LONDON 167   [2010] 491-509    doi: 10.1144/0016-76492009-094"

"[14417] AHMADZADEH G., JAHANGIRI A., LENTZ D. R., MOJTAHEDI M.:    PETROGENESIS OF PLIO-QUATERNARY POST-COLLISIONAL ULTRAPOTASSIC VOLCANISM IN NW OF MARAND, NW IRAN  J. ASIAN EARTH SCI. 39   [2010] 37-50    doi: 10.1016/j.jseaes.2010.02.008"

"[14464] SAVATENKOV V. M., YARMOLYUK V. V., KUDRYASHOVA E. A., KOZLOVSKII A. M.:    SOURCES AND GEODYNAMICS OF THE LATE CENOZOIC VOLCANISM OF CENTRAL MONGOLIA: EVIDENCE FROM ISOTOPE-GEOCHEMICAL STUDIES  PETROLOGY 18   [2010] 278-307    doi: 10.1134/S0869591110030057"

"[14525] BUCHS D. M., ARCULUS R. J., BAUMGARTNER P. O., BAUMGARTNER-MORA C., ULIANOV A.:    LATE CRETACEOUS ARC DEVELOPMENT ON THE SW MARGIN OF THE CARIBBEAN PLATE: INSIGHTS FROM THE GOLFITO, COSTA RICA, AND AZUERO, PANAMA, COMPLEXES  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 11   [2010]    doi: 10.1029/2009GC002901"

"[14669] WANG BAO-DI, XU JI-FENG, ZHANG X. G., CHEN JIAN-LIN, KANG ZHI-QIANG, DONG YANHUI:    PETROGENESIS OF MIOCENE VOLCANIC ROCKS IN THE SAILIPU AREA, WESTERN TIBETAN PLATEAU: GEOCHEMICAL AND SR-ND ISOTOPIC CONSTRAINTS  ACTA PETROL. SINICA (YANSHI-XUEBAO) 24   [2008] 265-278    doi: 10.0000/4f7628134c0749c4a21d6060691043bf"

"[14743] MCCOY-WEST A. J., BAKER J. A., FAURE K., WYSOCZANSKI R. J.:    PETROGENESIS AND ORIGINS OF MID-CRETACEOUS CONTINENTAL INTRAPLATE VOLCANISM IN MARLBOROUGH, NEW ZEALAND: IMPLICATIONS FOR THE LONG-LIVED HIMU MAGMATIC MEGA-PROVINCE OF THE SW PACIFIC  J. PETROL. 51   [2010] 2003-2045    GeoReM-id: 5476   doi: 10.1093/petrology/egq046"

"[14843] MILANI L., BECCALUVA L., COLTORTI M.:    PETROGENESIS AND EVOLUTION OF THE EUGANEAN MAGMATIC COMPLEX, VENETO REGION, NORTH-EAST ITALY  EUR. J. MINERAL. 11   [1999] 379-399    doi: 10.1127/ejm/11/2/0379"

"[14905] YOGODZINSKI G. M., VERVOORT J. D., BROWN S. T., GERSENY M.:    SUBDUCTION CONTROLS OF HF AND ND ISOTOPES IN LAVAS OF THE ALEUTIAN ISLAND ARC  EARTH PLANET. SCI. LETT. 300   [2010] 226-238    GeoReM-id: 5269   doi: 10.1016/j.epsl.2010.09.035"
