"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",

"[7100] STERN R. A., SYME E. C., BAILES A. H., LUCAS S. B.:    PALEOPROTEROZOIC (1.90-1.86GA) ARC VOLCANISM IN THE FLIN FLON BELT, TRANS-HUDSON OROGEN, CANADA  CONTRIB. MINERAL. PETROL. 119   [1995] 117-141    doi: 10.1007/BF00307276"

"[7266] MÜLLER DANIEL, FRANZ L., HERZIG P. M., HUNT S.:    POTASSIC IGNEOUS ROCKS FROM THE VICINITY OF EPITHERMAL GOLD MINERALIZATION, LIHIR ISLAND, PAPUA NEW GUINEA  LITHOS 57   [2001] 163-186    doi: 10.1016/S0024-4937(01)00035-4"

"[7419] HERVE F., PANKHURST R. J., DRAKE R. E., BECK M. E.:    PILLOW METABASALTS IN A MID-TERTIARY EXTENSIONAL BASIN ADJACENT TO THE LIQUINE-OFQUI FAULT ZONE: THE ISLA MAGDALENA AREA, AYSEN, CHILE  J. S. AMER. EARTH SCI. 8   [1995] 33-46    doi: 10.1016/0895-9811(94)00039-5"

"[7501] ESPINOZA F., MORATA D., PELLETER E., MAURY R. C., SUAREZ M., LAGABRIELLE Y., POLVE M., BELLON H., COTTEN J., DE LA CRUZ R., GUIVEL C.:    PETROGENESIS OF THE EOCENE AND MIO-PLIOCENE ALKALINE BASALTIC MAGMATISM IN MESETA CHILE CHICO, SOUTHERN PATAGONIA, CHILE: EVIDENCE FOR THE PARTICIPATION OF TWO SLAB WINDOWS  LITHOS 82   [2005] 315-343    doi: 10.1016/j.lithos.2004.09.024"

"[7519] DUGGEN S., HOERNLE K. A., VAN DEN BOGAARD P., GARBE-SCHÖNBERG D.:    POST-COLLISIONAL TRANSITION FROM SUBDUCTION- TO INTRAPLATE-TYPE MAGMATISM IN THE WESTERNMOST MEDITERRANEAN: EVIDENCE FOR CONTINENTAL-EDGE DELAMINATION OF SUBCONTINENTAL LITHOSPHERE  J. PETROL. 46   [2005] 1155-1201    doi: 10.1093/petrology/egi013"

"[7599] FRANCALANCI L., INNOCENTI F., MANETTI P., SAVASCIN M. Y.:    NEOGENE ALKALINE VOLCANISM OF THE AFYON-ISPARTA AREA, TURKEY: PETROGENESIS AND GEODYNAMIC IMPLICATIONS  MINERAL. PETROL. 70   [2000] 285-312    doi: 10.1007/s007100070007"

"[7618] ZHOU P., MUKASA S. B.:    ND-SR-PB ISOTOPIC, AND MAJOR- AND TRACE-ELEMENT GEOCHEMISTRY OF CENOZOIC LAVAS FROM THE KHORAT PLATEAU, THAILAND: SOURCES AND PETROGENESIS  CHEM. GEOL. 137   [1997] 175-193    doi: 10.1016/S0009-2541(96)00162-3"

"[7665] NEUMANN E.-R., DUNWORTH E. A., SUNDVOLL B., TOLLEFSRUD J. I.:    B1 BASALTIC LAVAS IN VESTFOLD-JELOYA AREA, CENTRAL OSLO RIFT: DERIVATION FROM INITIAL MELTS FORMED BY PROGRESSIVE PARTIAL MELTING ON AN ENRICHED MANTLE SOURCE  LITHOS 61   [2002] 21-53    doi: 10.1016/S0024-4937(02)00068-3"

"[7705] FAN WEI-MING, GUO FENG, WANG YUE-JUN, ZHANG MING:    LATE MESOZOIC VOLCANISM IN THE NORTHERN HUAIYANG TECTONO-MAGMATIC BELT, CENTRAL CHINA: PARTIAL MELTS FROM A LITHOSPHERIC MANTLE WITH SUBDUCTED CONTINENTAL CRUST RELICTS BENEATH THE DABIE OROGEN?  CHEM. GEOL. 209   [2004] 27-48    doi: 10.1016/j.chemgeo.2004.04.020"

"[7734] WILLIAMS H. M., TURNER SIMON P., PEARCE J. A., KELLEY S. P., HARRIS N. B. W.:    NATURE OF THE SOURCE REGIONS FOR POST-COLLISIONAL, POTASSIC MAGMATISM IN SOUTHERN AND NORTHERN TIBET FROM GEOCHEMICAL VARIATIONS AND INVERSE TRACE ELEMENT MODELLING  J. PETROL. 45   [2004] 555-607    doi: 10.1093/petrology/egg094"

"[7744] RANKENBURG K., LASSITER J. C., BREY G. P.:    THE ROLE OF CONTINENTAL CRUST AND LITHOSPHERIC MANTLE IN THE GENESIS OF CAMEROON VOLCANIC LINE LAVAS: CONSTRAINTS FROM ISOTOPIC VARIATIONS IN LAVAS AND MEGACRYSTS FROM THE BIU AND JOS PLATEAUX  J. PETROL. 46   [2005] 169-190    doi: 10.1093/petrology/egh067"

"[7748] PRELEVIC D., FOLEY S. F., ROMER R. L., CVETKOVIC V., DOWNES H.:    TERTIARY ULTRAPOTASSIC VOLCANISM IN SERBIA: CONSTRAINTS ON PETROGENESIS AND MANTLE SOURCE CHARACTERISTICS  J. PETROL. 46   [2005] 1443-1487    doi: 10.1093/petrology/egi022"

"[7752] ROMER R. L., FÖRSTER H.-J., BREITKREUZ C.:    INTRACONTINENTAL EXTENSIONAL MAGMATISM WITH A SUBDUCTION FINGERPRINT: THE LATE CARBONIFEROUS HALLE VOLCANIC COMPLEX (GERMANY)  CONTRIB. MINERAL. PETROL. 141   [2001] 201-221    doi: 10.1007/s004100000231"

"[7780] GUO ZHENGFU, HERTOGEN J., LIU JIAQI, PASTEELS P., BOVEN A., PUNZALAN L. E., HE HUAIYU, LUO XIANGJUN, ZHANG WENHUA:    POTASSIC MAGMATISM IN WESTERN SICHUAN AND YUNNAN PROVINCES, SE TIBET, CHINA: PETROLOGICAL AND GEOCHEMICAL CONSTRAINTS ON PETROGENESIS  J. PETROL. 46   [2005] 33-78    doi: 10.1093/petrology/egh061"

"[7798] WANG JIANG-HAI, YIN AN, HARRISON T. MARK, GROVE M., ZHANG YU-QUAN, XIE GUANGHONG:    A TECTONIC MODEL FOR CENOZOIC IGNEOUS ACTIVITIES IN THE EASTERN INDO-ASIAN COLLISION ZONE  EARTH PLANET. SCI. LETT. 188   [2001] 123-133    doi: 10.1016/S0012-821X(01)00315-6"

"[7919] ZHU YONGFENG, SUN SHIHUA, GU LIBING, OGASAWARA Y., JIANG NENG, HONMA H.:    PERMIAN VOLCANISM IN THE MONGOLIAN OROGENIC ZONE, NORTHEAST CHINA: GEOCHEMISTRY, MAGMA SOURCES AND PETROGENESIS  GEOL. MAG. 138   [2001] 101-115    doi: 10.1017/S0016756801005210"

"[7940] MAURY R. C., PUBELLIER M., RANGIN C., WULPUT L., COTTEN J., SOCQUET A., BELLON H., GUILLAUD J.-P., HTUN H. M.:    QUATERNARY CALC-ALKALINE AND ALKALINE VOLCANISM IN AN HYPER-OBLIQUE CONVERGENCE SETTING, CENTRAL MYANMAR AND WESTERN YUNNAN  BULL. SOC. GEOL. FRANCE 175   [2004] 461-472    doi: 10.2113/175.5.461"

"[7946] WAREHAM C. D., STUMP E., STOREY B. C., MILLAR I. L., RILEY T. R.:    PETROGENESIS OF THE CAMBRIAN LIV GROUP, A BIMODAL VOLCANIC ROCK SUITE FROM THE ROSS OROGEN, TRANSANTARCTIC MOUNTAINS  BULL. GEOL. SOC. AM. 113   [2001] 360-372    doi: 10.1130/0016-7606(2001)113<0360:POTCLG>2.0.CO;2"

"[7949] FARMER G. L., GLAZNER A. F., MANLEY C. R.:    DID LITHOSPHERIC DELAMINATION TRIGGER LATE CENOZOIC POTASSIC VOLCANISM IN THE SOUTHERN SIERRA NEVADA, CALIFORNIA?  BULL. GEOL. SOC. AM. 114   [2002] 754-768    doi: 10.1130/0016-7606(2002)114<0754:DLDTLC>2.0.CO;2"

"[7965] POITRASSON F., PIN C.:    EXTREME ND ISOTOPE HOMOGENEITY IN A LARGE RHYOLITIC PROVINCE: THE ESTÉREL MASSIF, SOUTHEAST FRANCE  BULL. VOLCANOL. 60   [1998] 213-223    doi: 10.1007/s004450050228"

"[7978] WANG YUE-JUN, FAN WEI-MING, PENG TOUPING, ZHANG HONG-FU, GUO FENG:    NATURE OF THE MESOZOIC LITHOSPHERIC MANTLE AND TECTONIC DECOUPLING BENEATH THE DABIE OROGEN, CENTRAL CHINA: EVIDENCE FROM 40AR/39AR GEOCHRONOLOGY, ELEMENTAL AND SR-ND-PB ISOTOPIC COMPOSITIONS OF EARLY CRETACEOUS MAFIC IGNEOUS ROCKS  CHEM. GEOL. 220   [2005] 165-189    GeoReM-id: 1101   doi: 10.1016/j.chemgeo.2005.02.020"

"[8012] GIBBS A. K., WIRTH K. R., HIRATA W. K., OLSZEWSKI W. J.; JR.:    AGE AND COMPOSITION OF THE GRAO PARÁ GROUP VOLCANICS, SERRA DOS CARAJÁS  REV. BRAS. GEOCIENC. 16   [1986] 201-211    doi: 10.25249/0375-7536.1986201211"

"[8104] BLOOMER S. H., CURTIS P. C., KARSON J. A.:    GEOCHEMICAL VARIATION OF QUATERNARY BASALTIC VOLCANICS IN THE TURKANA RIFT, NORTHERN KENYA  J. AFR. EARTH SCI. 8   [1989] 511-532    doi: 10.1016/S0899-5362(89)80042-9"

"[8109] YIRGU G., DEREJE A., PECCERILLO A., BARBERIO M. R., DONATI C., DONATO P.:    FLUORINE AND CHLORINE DISTRIBUTION IN THE VOLCANIC ROCKS FROM THE GEDEMSA VOLCANO, ETHIOPIAN RIFT VALLEY  ACTA VULCANOL. 11   [1999] 169-176 "

"[8134] AYUSO R. A., DE VIVO B., ROLANDI G., SEAL R. R.; II, PAONE A.:    GEOCHEMICAL AND ISOTOPIC (ND-PB-SR-O) VARIATIONS BEARING ON THE GENESIS OF VOLCANIC ROCKS FROM VESUVIUS, ITALY  J. VOLCANOL. GEOTHERM. RES. 82   [1998] 53-78    doi: 10.1016/S0377-0273(97)00057-7"

"[8178] CONTICELLI S., FRANCALANCI L., SANTO A. P.:    PETROLOGY OF FINAL-STAGE LATERA LAVAS (VULSINI MTS.): MINERALOGICAL, GEOCHEMICAL AND SR-ISOTOPIC DATA AND THEIR BEARING ON THE GENESIS OF SOME POTASSIC MAGMAS IN CENTRAL ITALY  J. VOLCANOL. GEOTHERM. RES. 46   [1991] 187-212    GeoReM-id: 1197   doi: 10.1016/0377-0273(91)90083-C"

"[8262] GASPERINI D., BLICHERT-TOFT J., BOSCH D., DEL MORO A., MACERA P., ALBAREDE F.:    UPWELLING OF DEEP MANTLE MATERIAL THROUGH A PLATE WINDOW: EVIDENCE FROM THE GEOCHEMISTRY OF ITALIAN BASALTIC VOLCANICS  J. GEOPHYS. RES. B107   [2002]    doi: 10.1029/2001JB000418"

"[8314] BARRAT J.-A., FOURCADE S., JAHN B.-M., CHEMINEE J.-L., CAPDEVILA R.:    ISOTOPE (SR, ND, PB, O) AND TRACE-ELEMENT GEOCHEMISTRY OF VOLCANICS FROM THE ERTA^ALE RANGE (ETHIOPIA)  J. VOLCANOL. GEOTHERM. RES. 80   [1998] 85-100    GeoReM-id: 1040   doi: 10.1016/S0377-0273(97)00016-4"

"[8469] TANGUY J.-C.:    THOLEIITIC BASALT MAGMATISM OF MOUNT ETNA AND ITS RELATIONS WITH THE ALKALINE SERIES  CONTRIB. MINERAL. PETROL. 66   [1978] 51-67    doi: 10.1007/BF00376085"

"[8477] ALDANMAZ E., PEARCE J. A., THIRLWALL M. F., MITCHELL J. G.:    PETROGENETIC EVOLUTION OF LATE CENOZOIC, POST-COLLISIONAL VOLCANISM IN WESTERN ANATOLIA, TURKEY  J. VOLCANOL. GEOTHERM. RES. 102   [2000] 67-95    doi: 10.1016/S0377-0273(00)00182-7"

"[8594] CHEMINEE J.-L.:    THE EVOLUTION OF THE CONCENTRATIONS OF K, U AND TH IN LAVAS OF THE DIFFERENTIATED SERIES OF ERTA ALE  REV. GEOGRAPH. PHYS. GEOL. DYNAMIQUE 15   [1973] 353-372 "

"[8663] NARCISI B., PETIT J. R., DELMONTE B., BASILE-DOELSCH I., MAGGI V.:    CHARACTERISTICS AND SOURCES OF TEPHRA LAYERS IN THE EPICA-DOME C ICE RECORD (EAST ANTARCTICA): IMPLICATIONS FOR PAST ATMOSPHERIC CIRCULATION AND ICE CORE STRATIGRAPHIC CORRELATIONS  EARTH PLANET. SCI. LETT. 239   [2005] 253-265    doi: 10.1016/j.epsl.2005.09.005"

"[8693] XU BEI, JIAN PING, ZHENG H., ZOU HAIBO, ZHANG LIFEI, LIU DUNYI:    U-PB ZIRCON GEOCHRONOLOGY AND GEOCHEMISTRY OF NEOPROTEROZOIC VOLCANIC ROCKS IN THE TARIM BLOCK OF NORTHWEST CHINA: IMPLICATIONS FOR THE BREAKUP OF RODINIA SUPERCONTINENT AND NEOPROTEROZOIC GLACIATIONS  PREC. RESEARCH 136   [2005] 107-123    doi: 10.1016/j.precamres.2004.09.007"

"[8739] AKAY E., ERDOGAN B.:    EVOLUTION OF NEOGENE CALC-ALKALINE TO ALKALINE VOLCANISM IN THE ALIAA-FOCA REGION (WESTERN ANATOLIA, TURKEY)  J. ASIAN EARTH SCI. 24   [2004] 367-387    doi: 10.1016/j.jseaes.2004.01.015"

"[8809] MURRAY C. G., BLAKE P. R.:    GEOCHEMICAL DISCRIMINATION OF TECTONIC SETTING FOR DEVONIAN BASALTS OF THE YARROL PROVINCE OF THE NEW ENGLAND OROGEN, CENTRAL COASTAL QUEENSLAND: AN EMPIRICAL APPROACH  AUSTR. J. EARTH SCI. 52   [2005] 993-1034    doi: 10.1080/08120090500302327"

"[8818] PIOCHI M., AYUSO R. A., DE VIVO B., SOMMA R.:    CRUSTAL CONTAMINATION AND CRYSTAL ENTRAPMENT DURING POLYBARIC MAGMA EVOLUTION AT MT. SOMMA-VESUVIUS VOLCANO, ITALY: GEOCHEMICAL AND SR ISOTOPE EVIDENCE  LITHOS 86   [2006] 303-329    GeoReM-id: 1034   doi: 10.1016/j.lithos.2005.05.009"

"[8986] ÖZDEMIR Y., KARAOGLU Ö., TOLLUOGLU A. Ü., GÜLEC N.:    VOLCANOSTRATIGRAPHY AND PETROGENESIS OF THE NEMRUT STRATOVOLCANO (EAST ANATOLIAN HIGH PLATEAU): THE MOST RECENT POST-COLLISIONAL VOLCANISM IN TURKEY  CHEM. GEOL. 226   [2006] 189-211    doi: 10.1016/j.chemgeo.2005.09.020"

"[9033] FURMAN T., BRYCE J. G., KARSON J. A., IOTTI A.:    EAST AFRICAN RIFT SYSTEM (EARS) PLUME STRUCTURE: INSIGHTS FROM QUATERNARY MAFIC LAVAS OF TURKANA, KENYA  J. PETROL. 45   [2004] 1069-1088    doi: 10.1093/petrology/egh004"

"[9197] GUO ZHENGFU, WILSON M., LIU JIAQI, MAO QIAN:    POST-COLLISIONAL, POTASSIC AND ULTRAPOTASSIC MAGMATISM OF THE NORTHERN TIBETAN PLATEAU: CONSTRAINTS ON CHARACTERISTICS OF THE MANTLE SOURCE, GEODYNAMIC SETTING AND UPLIFT MECHANISMS  J. PETROL. 47   [2006] 1177-1220    doi: 10.1093/petrology/egl007"

"[9207] PAONE A.:    THE GEOCHEMICAL EVOLUTION OF THE MT. SOMMA-VESUVIUS VOLCANO  MINERAL. PETROL. 87   [2006] 53-80    doi: 10.1007/s00710-005-0103-7"

"[9319] BIERLEIN F. B., STEIN H. J., COIRA B. L., REYNOLDS P. H.:    TIMING OF GOLD AND CRUSTAL EVOLUTION OF THE PALAEOZOIC SOUTH CENTRAL ANDES, NW ARGENTINA-IMPLICATIONS FOR THE ENDOWMENT OF OROGENIC BELTS  EARTH PLANET. SCI. LETT. 245   [2006] 702-721    doi: 10.1016/j.epsl.2006.03.019"

"[9385] BEIER C., HAASE K. M., HANSTEEN T. H.:    MAGMA EVOLUTION OF THE SETE CIDADES VOLCANO, SAO MIGUEL, AZORES  J. PETROL. 47   [2006] 1375-1411    doi: 10.1093/petrology/egl014"

"[9439] ETXEBARRIA M., CHALOT-PRAT F., APRAIZ A., EGUILUZ L.:    BIRTH OF A VOLCANIC PASSIVE MARGIN IN CAMBRIAN TIME: RIFT PALEOGEOGRAPHY OF THE OSSA-MORENA ZONE, SW SPAIN  PREC. RESEARCH 147   [2006] 366-386    doi: 10.1016/j.precamres.2006.01.022"

"[9490] EWART A.:    PETROGENESIS OF THE TERTIARY ANOROGENIC VOLCANIC SERIES OF SOUTHERN QUEENSLAND, AUSTRALIA, IN THE LIGHT OF TRACE ELEMENT GEOCHEMISTRY AND O, SR AND PB ISOTOPES  J. PETROL. 23   [1982] 344-382    doi: 10.1093/petrology/23.3.344"

"[9526] PANTER K. S., BLUSZTAJN J., HART S. R., KYLE P. R., ESSER R. P., MCINTOSH W. C.:    THE ORIGIN OF HIMU IN THE SW PACIFIC: EVIDENCE FROM INTRAPLATE VOLCANISM IN SOUTHERN NEW ZEALAND AND SUBANTARCTIC ISLANDS  J. PETROL. 47   [2006] 1673-1704    doi: 10.1093/petrology/egl024"

"[9584] CHOI SUNG HI, MUKASA S. B., KWON S.-T., ANDRONIKOV A. V.:    SR, ND, PB AND HF ISOTOPIC COMPOSITIONS OF LATE CENOZOIC ALKALI BASALTS IN SOUTH KOREA: EVIDENCE FOR MIXING BETWEEN THE TWO DOMINANT ASTHENOSPHERIC MANTLE DOMAINS BENEATH EAST ASIA  CHEM. GEOL. 232   [2006] 134-151    GeoReM-id: 1596   doi: 10.1016/j.chemgeo.2006.02.014"

"[9675] EWART A., BAXTER K., ROSS J. A.:    THE PETROLOGY AND PETROGENESIS OF THE TERTIARY ANOROGENIC MAFIC LAVAS OF SOUTHERN AND CENTRAL QUEENSLAND, AUSTRALIA - POSSIBLE IMPLICATIONS FOR CRUSTAL THICKENING  CONTRIB. MINERAL. PETROL. 75   [1980] 129-152    doi: 10.1007/BF00389774"

"[9691] WANG PUJUN, CHEN FUKUN, CHEN S.-M., SIEBEL W., SATIR M.:    GEOCHEMICAL AND ND-SR-PB ISOTOPIC COMPOSITION OF MESOZOIC VOLCANIC ROCKS IN THE SONGLIAO BASIN, NE CHINA  GEOCHEM. J. 40   [2006] 149-159    doi: 10.2343/geochemj.40.149"

"[9696] COOPER KARI M., REID M. R., DUNBAR N. W., MCINTOSH W. C.:    ORIGIN OF MAFIC MAGMAS BENEATH NORTHWESTERN TIBET: CONSTRAINTS FROM 230TH-238U DISEQUILIBRIA  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 3   [2002]    doi: 10.1029/2002GC000332"

"[9723] GIBSON S. A., THOMPSON R. N., DAY J. A.:    TIMESCALES AND MECHANISMS OF PLUME-LITHOSPHERE INTERACTIONS: 40AR/39AR GEOCHRONOLOGY AND GEOCHEMISTRY OF ALKALINE IGNEOUS ROCKS FROM THE PARANÁ-ETENDEKA LARGE IGNEOUS PROVINCE  EARTH PLANET. SCI. LETT. 251   [2006] 1-17    doi: 10.1016/j.epsl.2006.08.004"

"[9777] NEALL V. E., STEWART R. B., SMITH I. E. M.:    HISTORY AND PETROLOGY OF THE TARANAKI VOLCANOES  ROYAL SOC. NEW ZEALAND BULL. 23   [1986] 251-263 "

"[9815] VORONTSOV A. A., YARMOLYUK V. V., ANDRYUSHCHENKO S. V., DRIL S. I., KUZMIN M. I.:    MAGMATISM OF THE KHAMBIN GRABEN AND EARLY HISTORY OF THE LATE MESOZOIC RIFT SYSTEM FORMATION IN THE WESTERN TRANSBAIKAL REGION  DOKL. EARTH SCI. 411   [2006] 1293-1298    doi: 10.1134/S1028334X06080290"

"[9841] BAHLBURG H., CARLOTTO V., CARDENAS J.:    EVIDENCE OF EARLY TO MIDDLE ORDOVICIAN ARC VOLCANISM IN THE CORDILLERA ORIENTAL AND ALTIPLANO OF SOUTHERN PERU, OLLANTAYTAMBO FORMATION AND UMACHIRI BEDS  J. S. AMER. EARTH SCI. 22   [2006] 52-65    doi: 10.1016/j.jsames.2006.09.001"

"[9842] GMELING K., NEMETH K., MARTIN U., EBY G. N., VARGA Z.:    BORON CONCENTRATIONS OF VOLCANIC FIELDS IN DIFFERENT GEOTECTONIC SETTINGS  J. VOLCANOL. GEOTHERM. RES. 159   [2007] 70-84    doi: 10.1016/j.jvolgeores.2006.06.009"

"[9859] MARTIN U., REISCHMANN T., BAHLBURG H., SCHÄTZ M., TAIT J., BACHTADSE V.:    THE EARLY PALAEOZOIC BREAK-UP OF NORTHERN GONDWANA: SEDIMENTOLOGY, PHYSICAL VOLCANOLOGY AND GEOCHEMISTRY OF A SUBMARINE VOLCANIC COMPLEX IN THE BAVARIAN FACIES ASSOCIATION, SAXOTHURINGIAN BASIN, GERMANY  GONDWANA RES. 6   [2003] 839-858    doi: 10.1016/S1342-937X(05)71029-7"

"[9883] TURNER SIMON P., ARNAUD N. O., LIU JIAQI, ROGERS N. W., HAWKESWORTH C. J., HARRIS N. B. W., KELLEY S. P., VAN CALSTEREN P. W., DENG W.:    POST-COLLISION, SHOSHONITIC VOLCANISM ON THE TIBETAN PLATEAU: IMPLICATIONS FOR CONVECTIVE THINNING OF THE LITHOSPHERE AND THE SOURCE OF OCEAN ISLAND BASALTS  J. PETROL. 37   [1996] 45-71    doi: 10.1093/petrology/37.1.45"

"[9959] PLATZ T., CRONIN S. J., CASHMAN K. V., STEWART R. B., SMITH I. E. M.:    TRANSITION FROM EFFUSIVE TO EXPLOSIVE PHASES IN ANDESITE ERUPTIONS - A CASE-STUDY FROM THE AD1655 ERUPTION OF MT. TARANAKI, NEW ZEALAND  J. VOLCANOL. GEOTHERM. RES. 161   [2007] 15-34    doi: 10.1016/j.jvolgeores.2006.11.005"

"[10027] ZHENG JIAN-PING, SUN MIN, ZHAO GUOCHUN, ROBINSON P. T., WANG FANGZHENG:    ELEMENTAL AND SR-ND-PB ISOTOPIC GEOCHEMISTRY OF LATE PALEOZOIC VOLCANIC ROCKS BENEATH THE JUNGGAR BASIN, NW CHINA: IMPLICATIONS FOR THE FORMATION AND EVOLUTION OF THE BASIN BASEMENT  J. ASIAN EARTH SCI. 29   [2007] 778-794    doi: 10.1016/j.jseaes.2006.05.004"

"[10098] AWDANKIEWICZ M.:    VOLCANISM IN A LATE VARISCAN INTRAMONTANE TROUGH: THE PETROLOGY AND GEOCHEMISTRY OF THE CARBONIFEROUS AND PERMIAN VOLCANIC ROCKS OF THE INTRA-SUDETIC BASIN, SW POLAND  GEOL. SUDETICA 32   [1999] 83-111 "

"[10185] BARRY T. L., IVANOV A. V., RASSKAZOV S. V., DEMONTEROVA E. I., DUNAI T. J., DAVIES G. R., HARRISON D.:    HELIUM ISOTOPES PROVIDE NO EVIDENCE FOR DEEP MANTLE INVOLVEMENT IN WIDESPREAD CENOZOIC VOLCANISM ACROSS CENTRAL ASIA  LITHOS 95   [2007] 415-424    GeoReM-id: 3072   doi: 10.1016/j.lithos.2006.09.003"

"[10330] LYNCH D. J., MUSSELMAN T. E., GUTMANN J. T., PATCHETT P. J.:    ISOTOPIC EVIDENCE FOR THE ORIGIN OF CENOZOIC VOLCANIC ROCKS IN THE PINACATE VOLCANIC FIELD, NORTHWESTERN MEXICO  LITHOS 29   [1993] 295-302    doi: 10.1016/0024-4937(93)90023-6"

"[10543] AYALEW D., EBINGER C. J., BOURDON B., WOLFENDEN E., YIRGU G., GRASSINEAU N.:    TEMPORAL COMPOSITIONAL VARIATION OF SYN-RIFT RHYOLITES ALONG THE WESTERN MARGIN OF THE SOUTHERN RED SEA AND NORTHERN MAIN ETHIOPIAN RIFT  SPEC. PUBL. GEOL. SOC. LONDON 259   [2006] 121-130    doi: 10.1144/GSL.SP.2006.259.01.10"

"[10567] BEIER C., STRACKE A., HAASE K. M.:    THE PECULIAR GEOCHEMICAL SIGNATURES OF SAO MIGUEL (AZORES) LAVAS: METASOMATISED OR RECYCLED MANTLE SOURCES?  EARTH PLANET. SCI. LETT. 259   [2007] 186-199    GeoReM-id: 2836   doi: 10.1016/j.epsl.2007.04.038"

"[10569] VERMA S. P.:    GEOCHEMICAL AND ISOTOPIC EVIDENCE FOR A RIFT-RELATED ORIGIN OF MAGMAS IN TIZAYUCA VOLCANIC FIELD, CENTRAL MEXICAN VOLCANIC BELT  J. GEOL. SOC. INDIA 61   [2003] 257-276 "

"[10603] CADOUX A., BLICHERT-TOFT J., PINTI D. L., ALBAREDE F.:    A UNIQUE LOWER MANTLE SOURCE FOR SOUTHERN ITALY VOLCANICS  EARTH PLANET. SCI. LETT. 259   [2007] 227-238    doi: 10.1016/j.epsl.2007.04.001"

"[10638] IACUMIN P., PICCIRILLO E. M., GIRARDI V. A. V., TEIXEIRA W., BELLIENI G., ECHEVESTE H., FERNANDEZ R., PINESE J. P. P., RIBOT A.:    EARLY PROTEROZOIC CALC-ALKALINE AND MIDDLE PROTEROZOIC THOLEIITIC DYKE SWARMS FROM CENTRAL-EASTERN ARGENTINA: PETROLOGY, GEOCHEMISTRY, SR-ND ISOTOPES AND TECTONIC IMPLICATIONS  J. PETROL. 42   [2001] 2109-2143    doi: 10.1093/petrology/42.11.2109"
